WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Winner,Loser,WRank,LRank,Wsets,Lsets,Comment,PSW,PSL
31,London,Wimbledon,2021-06-30,Grand Slam,Outdoor,Grass,1st Round,Hibino N.,Pera B.,85,74,2.0,1.0,Completed,3.99,1.28
31,London,Wimbledon,2021-06-30,Grand Slam,Outdoor,Grass,1st Round,Sorribes Tormo S.,Konjuh A.,50,129,2.0,1.0,Completed,3.02,1.43
31,London,Wimbledon,2021-06-30,Grand Slam,Outdoor,Grass,1st Round,Cirstea S.,Murray S.,45,230,2.0,0.0,Completed,1.1,8.18
31,London,Wimbledon,2021-06-30,Grand Slam,Outdoor,Grass,1st Round,Vondrousova M.,Kontaveit A.,42,25,2.0,1.0,Completed,2.76,1.5
31,London,Wimbledon,2021-06-30,Grand Slam,Outdoor,Grass,1st Round,Vandeweghe C.,Govortsova O.,163,136,2.0,0.0,Completed,1.34,3.55
31,London,Wimbledon,2021-06-30,Grand Slam,Outdoor,Grass,1st Round,Kasatkina D.,Tig P.M.,35,63,2.0,1.0,Completed,1.08,9.87
31,London,Wimbledon,2021-06-30,Grand Slam,Outdoor,Grass,1st Round,Svitolina E.,Van Uytvanck A.,5,57,2.0,1.0,Completed,1.45,2.94
31,London,Wimbledon,2021-07-01,Grand Slam,Outdoor,Grass,2nd Round,Ostapenko J.,Kasatkina D.,34,35,2.0,1.0,Completed,1.53,2.67
31,London,Wimbledon,2021-07-01,Grand Slam,Outdoor,Grass,2nd Round,Sasnovich A.,Hibino N.,100,85,2.0,0.0,Completed,1.5,2.77
31,London,Wimbledon,2021-07-01,Grand Slam,Outdoor,Grass,2nd Round,Raducanu E.,Vondrousova M.,338,42,2.0,0.0,Completed,3.47,1.35
31,London,Wimbledon,2021-07-01,Grand Slam,Outdoor,Grass,2nd Round,Juvan K.,Burel C.,102,143,2.0,0.0,Completed,2.06,1.83
31,London,Wimbledon,2021-07-01,Grand Slam,Outdoor,Grass,2nd Round,Cirstea S.,Azarenka V.,45,14,2.0,1.0,Completed,3.52,1.34
31,London,Wimbledon,2021-07-01,Grand Slam,Outdoor,Grass,2nd Round,Tomljanovic A.,Cornet A.,75,58,2.0,1.0,Completed,2.34,1.66
31,London,Wimbledon,2021-07-01,Grand Slam,Outdoor,Grass,2nd Round,Gauff C.,Vesnina E.,23,370,2.0,0.0,Completed,1.15,6.22
31,London,Wimbledon,2021-07-01,Grand Slam,Outdoor,Grass,2nd Round,Kerber A.,Sorribes Tormo S.,28,50,2.0,1.0,Completed,1.28,4.02
31,London,Wimbledon,2021-07-01,Grand Slam,Outdoor,Grass,2nd Round,Muchova K.,Giorgi C.,22,62,2.0,1.0,Completed,1.91,1.98
31,London,Wimbledon,2021-07-01,Grand Slam,Outdoor,Grass,2nd Round,Linette M.,Svitolina E.,44,5,2.0,0.0,Completed,3.22,1.39
31,London,Wimbledon,2021-07-01,Grand Slam,Outdoor,Grass,2nd Round,Siniakova K.,Vandeweghe C.,64,163,2.0,1.0,Completed,1.68,2.3
31,London,Wimbledon,2021-07-01,Grand Slam,Outdoor,Grass,2nd Round,Rogers S.,Sakkari M.,46,18,2.0,0.0,Completed,3.83,1.3
31,London,Wimbledon,2021-07-01,Grand Slam,Outdoor,Grass,2nd Round,Sevastova A.,Kostyuk M.,56,70,2.0,1.0,Completed,1.85,2.05
31,London,Wimbledon,2021-07-01,Grand Slam,Outdoor,Grass,2nd Round,Pavlyuchenkova A.,Pliskova Kr.,19,106,2.0,0.0,Completed,1.28,4.08
31,London,Wimbledon,2021-07-01,Grand Slam,Outdoor,Grass,2nd Round,Badosa P.,Putintseva Y.,161,43,2.0,0.0,Completed,1.51,2.72
31,London,Wimbledon,2021-07-01,Grand Slam,Outdoor,Grass,2nd Round,Krejcikova B.,Petkovic A.,17,130,2.0,0.0,Completed,1.26,4.25
31,London,Wimbledon,2021-07-01,Grand Slam,Outdoor,Grass,2nd Round,Barty A.,Blinkova A.,1,89,2.0,0.0,Completed,1.07,10.51
31,London,Wimbledon,2021-07-02,Grand Slam,Outdoor,Grass,3rd Round,Jabeur O.,Muguruza G.,24,12,2.0,1.0,Completed,2.6,1.55
31,London,Wimbledon,2021-07-02,Grand Slam,Outdoor,Grass,3rd Round,Keys M.,Mertens E.,27,16,2.0,0.0,Completed,1.87,2.02
31,London,Wimbledon,2021-07-02,Grand Slam,Outdoor,Grass,3rd Round,Golubic V.,Brengle M.,66,82,2.0,0.0,Completed,1.28,4.02
31,London,Wimbledon,2021-07-02,Grand Slam,Outdoor,Grass,3rd Round,Rybakina E.,Rogers S.,20,46,2.0,0.0,Completed,1.47,2.87
31,London,Wimbledon,2021-07-02,Grand Slam,Outdoor,Grass,3rd Round,Swiatek I.,Begu I.,9,79,2.0,0.0,Completed,1.16,5.88
31,London,Wimbledon,2021-07-02,Grand Slam,Outdoor,Grass,3rd Round,Sabalenka A.,Osorio M.,4,94,2.0,0.0,Completed,1.09,8.8
31,London,Wimbledon,2021-07-02,Grand Slam,Outdoor,Grass,3rd Round,Samsonova L.,Stephens S.,65,73,2.0,1.0,Completed,1.6,2.47
31,London,Wimbledon,2021-07-02,Grand Slam,Outdoor,Grass,3rd Round,Pliskova Ka.,Martincova T.,13,87,2.0,0.0,Completed,1.26,4.21
31,London,Wimbledon,2021-07-03,Grand Slam,Outdoor,Grass,3rd Round,Kerber A.,Sasnovich A.,28,100,2.0,1.0,Completed,1.19,5.37
31,London,Wimbledon,2021-07-03,Grand Slam,Outdoor,Grass,3rd Round,Muchova K.,Pavlyuchenkova A.,22,19,2.0,0.0,Completed,1.71,2.26
31,London,Wimbledon,2021-07-03,Grand Slam,Outdoor,Grass,3rd Round,Tomljanovic A.,Ostapenko J.,75,34,2.0,1.0,Completed,3.7,1.32
31,London,Wimbledon,2021-07-03,Grand Slam,Outdoor,Grass,3rd Round,Badosa P.,Linette M.,161,44,2.0,1.0,Completed,1.73,2.22
31,London,Wimbledon,2021-07-03,Grand Slam,Outdoor,Grass,3rd Round,Raducanu E.,Cirstea S.,338,45,2.0,0.0,Completed,2.61,1.55
31,London,Wimbledon,2021-07-03,Grand Slam,Outdoor,Grass,3rd Round,Gauff C.,Juvan K.,23,102,2.0,0.0,Completed,1.27,4.1
31,London,Wimbledon,2021-07-03,Grand Slam,Outdoor,Grass,3rd Round,Krejcikova B.,Sevastova A.,17,56,2.0,1.0,Completed,1.61,2.46
31,London,Wimbledon,2021-07-03,Grand Slam,Outdoor,Grass,3rd Round,Barty A.,Siniakova K.,1,64,2.0,0.0,Completed,1.33,3.63
31,London,Wimbledon,2021-07-05,Grand Slam,Outdoor,Grass,4th Round,Golubic V.,Keys M.,66,27,2.0,0.0,Completed,2.96,1.46
31,London,Wimbledon,2021-07-05,Grand Slam,Outdoor,Grass,4th Round,Tomljanovic A.,Raducanu E.,75,338,1.0,0.0,Retired,1.81,2.13
31,London,Wimbledon,2021-07-05,Grand Slam,Outdoor,Grass,4th Round,Kerber A.,Gauff C.,28,23,2.0,0.0,Completed,2.19,1.76
31,London,Wimbledon,2021-07-05,Grand Slam,Outdoor,Grass,4th Round,Muchova K.,Badosa P.,22,161,2.0,0.0,Completed,1.54,2.66
31,London,Wimbledon,2021-07-05,Grand Slam,Outdoor,Grass,4th Round,Barty A.,Krejcikova B.,1,17,2.0,0.0,Completed,1.32,3.72
31,London,Wimbledon,2021-07-05,Grand Slam,Outdoor,Grass,4th Round,Sabalenka A.,Rybakina E.,4,20,2.0,1.0,Completed,1.53,2.7
31,London,Wimbledon,2021-07-05,Grand Slam,Outdoor,Grass,4th Round,Jabeur O.,Swiatek I.,24,9,2.0,1.0,Completed,2.21,1.75
31,London,Wimbledon,2021-07-05,Grand Slam,Outdoor,Grass,4th Round,Pliskova Ka.,Samsonova L.,13,65,2.0,0.0,Completed,1.86,2.05
31,London,Wimbledon,2021-07-06,Grand Slam,Outdoor,Grass,Quarterfinals,Pliskova Ka.,Golubic V.,13,66,2.0,0.0,Completed,1.56,2.61
31,London,Wimbledon,2021-07-06,Grand Slam,Outdoor,Grass,Quarterfinals,Sabalenka A.,Jabeur O.,4,24,2.0,0.0,Completed,1.76,2.19
31,London,Wimbledon,2021-07-06,Grand Slam,Outdoor,Grass,Quarterfinals,Kerber A.,Muchova K.,28,22,2.0,0.0,Completed,1.68,2.32
31,London,Wimbledon,2021-07-06,Grand Slam,Outdoor,Grass,Quarterfinals,Barty A.,Tomljanovic A.,1,75,2.0,0.0,Completed,1.15,6.45
32,Hamburg,European Open,2021-07-06,WTA252,Outdoor,Clay,1st Round,Bonaventure Y.,Sharma A.,128,127,2.0,1.0,Completed,2.99,1.44
32,Hamburg,European Open,2021-07-06,WTA250,Outdoor,Clay,1st Round,Pera B.,Kawa K.,74,132,2.0,0.0,Completed,1.17,5.65
32,Hamburg,European Open,2021-07-06,WTA251,Outdoor,Clay,1st Round,Konjuh A.,Paolini J.,129,88,2.0,0.0,Completed,1.71,2.24
32,Hamburg,European Open,2021-07-07,WTA256,Outdoor,Clay,1st Round,Korpatsch T.,Minella M.,141,247,2.0,0.0,Completed,1.74,2.21
32,Hamburg,European Open,2021-07-07,WTA257,Outdoor,Clay,1st Round,Pliskova Kr.,Bara I.,106,112,2.0,0.0,Completed,1.81,2.09
32,Hamburg,European Open,2021-07-07,WTA260,Outdoor,Clay,1st Round,Petkovic A.,Friedsam A.L.,130,115,2.0,0.0,Completed,1.69,2.28
32,Hamburg,European Open,2021-07-07,WTA259,Outdoor,Clay,1st Round,Niemeier J.,Garcia C.,167,76,2.0,0.0,Completed,1.59,2.5
32,Hamburg,European Open,2021-07-07,WTA258,Outdoor,Clay,1st Round,Zaja A.,Tomova V.,372,104,2.0,1.0,Completed,3.34,1.37
32,Hamburg,European Open,2021-07-07,WTA261,Outdoor,Clay,1st Round,Errani S.,Ferro F.,105,51,2.0,0.0,Completed,3.22,1.39
32,Hamburg,European Open,2021-07-07,WTA255,Outdoor,Clay,1st Round,Frech M.,Melnikova M.,145,183,2.0,0.0,Completed,1.35,3.47
32,Hamburg,European Open,2021-07-07,WTA253,Outdoor,Clay,1st Round,Ruse E.G.,Teichmann J.,198,55,2.0,0.0,Completed,2.81,1.49
32,Hamburg,European Open,2021-07-07,WTA254,Outdoor,Clay,1st Round,Kucova K.,Barthel M.,161,190,2.0,0.0,Completed,1.68,2.3
31,London,Wimbledon,2021-07-08,Grand Slam,Outdoor,Grass,Semifinals,Pliskova Ka.,Sabalenka A.,13,4,2.0,1.0,Completed,2.79,1.5
31,London,Wimbledon,2021-07-08,Grand Slam,Outdoor,Grass,Semifinals,Barty A.,Kerber A.,1,28,2.0,0.0,Completed,1.45,3.0
32,Hamburg,European Open,2021-07-08,WTA262,Outdoor,Clay,2nd Round,Zidansek T.,Pliskova Kr.,47,106,2.0,1.0,Completed,1.4,3.22
32,Hamburg,European Open,2021-07-08,WTA263,Outdoor,Clay,2nd Round,Bonaventure Y.,Pera B.,128,74,2.0,1.0,Completed,5.12,1.21
32,Hamburg,European Open,2021-07-08,WTA264,Outdoor,Clay,2nd Round,Collins D.,Kucova K.,48,161,2.0,1.0,Completed,1.33,3.65
32,Hamburg,European Open,2021-07-08,WTA265,Outdoor,Clay,2nd Round,Niemeier J.,Korpatsch T.,167,141,2.0,1.0,Completed,1.37,3.37
32,Hamburg,European Open,2021-07-08,WTA266,Outdoor,Clay,2nd Round,Errani S.,Konjuh A.,105,129,2.0,0.0,Completed,3.5,1.35
32,Hamburg,European Open,2021-07-08,WTA267,Outdoor,Clay,2nd Round,Ruse E.G.,Zaja A.,198,372,2.0,0.0,Completed,1.35,3.51
32,Hamburg,European Open,2021-07-08,WTA268,Outdoor,Clay,2nd Round,Petkovic A.,Putintseva Y.,130,43,2.0,1.0,Completed,2.88,1.48
32,Hamburg,European Open,2021-07-08,WTA269,Outdoor,Clay,2nd Round,Yastremska D.,Frech M.,38,145,2.0,0.0,Completed,1.71,2.27
32,Hamburg,European Open,2021-07-09,WTA273,Outdoor,Clay,Quarterfinals,Petkovic A.,Bonaventure Y.,130,128,2.0,0.0,Completed,1.41,3.15
32,Hamburg,European Open,2021-07-09,WTA272,Outdoor,Clay,Quarterfinals,Niemeier J.,Zidansek T.,167,47,2.0,0.0,Completed,2.31,1.69
32,Hamburg,European Open,2021-07-09,WTA271,Outdoor,Clay,Quarterfinals,Yastremska D.,Errani S.,38,105,2.0,0.0,Completed,1.53,2.68
32,Hamburg,European Open,2021-07-09,WTA270,Outdoor,Clay,Quarterfinals,Ruse E.G.,Collins D.,198,48,2.0,1.0,Completed,2.55,1.58
31,London,Wimbledon,2021-07-10,Grand Slam,Outdoor,Grass,The Final,Barty A.,Pliskova Ka.,1,13,2.0,1.0,Completed,1.42,3.13
32,Hamburg,European Open,2021-07-10,WTA274,Outdoor,Clay,Semifinals,Ruse E.G.,Yastremska D.,198,38,2.0,1.0,Completed,2.83,1.49
32,Hamburg,European Open,2021-07-10,WTA275,Outdoor,Clay,Semifinals,Petkovic A.,Niemeier J.,130,167,2.0,1.0,Completed,2.66,1.54
32,Hamburg,European Open,2021-07-11,WTA276,Outdoor,Clay,The Final,Ruse E.G.,Petkovic A.,198,130,2.0,0.0,Completed,2.12,1.81
34,Lausanne,Ladies Open Lausanne,2021-07-12,WTA250,Outdoor,Clay,1st Round,Zidansek T.,Melnikova M.,50,182,2.0,1.0,Completed,1.08,9.32
35,Prague,Prague Open,2021-07-12,WTA250,Outdoor,Hard,1st Round,Smitkova T.,Inglis M.,478,138,2.0,0.0,Completed,1.96,1.92
35,Prague,Prague Open,2021-07-12,WTA250,Outdoor,Hard,1st Round,Sramkova R.,Kvitova P.,226,12,2.0,1.0,Completed,8.26,1.1
35,Prague,Prague Open,2021-07-12,WTA250,Outdoor,Hard,1st Round,Stojanovic N.,Diatchenko V.,90,145,2.0,1.0,Completed,1.53,2.68
35,Prague,Prague Open,2021-07-12,WTA250,Outdoor,Hard,1st Round,Muhammad A.,Cabrera L.,189,146,2.0,1.0,Completed,1.59,2.47
35,Prague,Prague Open,2021-07-12,WTA250,Outdoor,Hard,1st Round,Minnen G.,Gatto-Monticone G.,122,184,2.0,1.0,Completed,1.29,3.97
35,Prague,Prague Open,2021-07-12,WTA250,Outdoor,Hard,1st Round,Min G.,Stosur S.,181,165,2.0,1.0,Completed,2.26,1.7
34,Lausanne,Ladies Open Lausanne,2021-07-12,WTA250,Outdoor,Clay,1st Round,Burel C.,Bandecchi S.,125,219,2.0,0.0,Completed,1.36,3.39
34,Lausanne,Ladies Open Lausanne,2021-07-12,WTA250,Outdoor,Clay,1st Round,Vikhlyantseva N.,Zavatska K.,175,144,2.0,1.0,Completed,2.98,1.44
34,Lausanne,Ladies Open Lausanne,2021-07-12,WTA250,Outdoor,Clay,1st Round,Diyas Z.,Waltert S.,102,235,2.0,0.0,Completed,1.93,1.95
33,Budapest,Budapest Open,2021-07-12,WTA250,Outdoor,Clay,1st Round,Konjuh A.,Mrdeza T.,120,220,2.0,1.0,Completed,1.34,3.56
33,Budapest,Budapest Open,2021-07-12,WTA250,Outdoor,Clay,1st Round,Putintseva Y.,Gorgodze E.,42,215,2.0,0.0,Completed,1.25,4.32
33,Budapest,Budapest Open,2021-07-12,WTA250,Outdoor,Clay,1st Round,Bara I.,Errani S.,119,105,2.0,1.0,Completed,2.45,1.61
33,Budapest,Budapest Open,2021-07-12,WTA250,Outdoor,Clay,1st Round,Kozlova K.,Haas B.,154,158,2.0,0.0,Completed,1.56,2.59
33,Budapest,Budapest Open,2021-07-12,WTA250,Outdoor,Clay,1st Round,Schmiedlova A.,Begu I.,126,71,2.0,0.0,Completed,2.6,1.54
33,Budapest,Budapest Open,2021-07-12,WTA250,Outdoor,Clay,1st Round,Ormaechea P.,Tomova V.,255,109,2.0,0.0,Completed,2.28,1.68
33,Budapest,Budapest Open,2021-07-13,WTA250,Outdoor,Clay,1st Round,Udvardy P.,Sherif M.,204,114,2.0,0.0,Completed,2.28,1.69
34,Lausanne,Ladies Open Lausanne,2021-07-13,WTA250,Outdoor,Clay,1st Round,Ferro F.,Tan H.,52,134,2.0,0.0,Completed,1.39,3.25
34,Lausanne,Ladies Open Lausanne,2021-07-13,WTA250,Outdoor,Clay,1st Round,Blinkova A.,Govortsova O.,82,124,2.0,1.0,Completed,1.69,2.28
34,Lausanne,Ladies Open Lausanne,2021-07-13,WTA250,Outdoor,Clay,1st Round,Giorgi C.,Eikeri U.,61,298,2.0,0.0,Completed,1.09,9.28
34,Lausanne,Ladies Open Lausanne,2021-07-13,WTA250,Outdoor,Clay,1st Round,Parks A.,Friedsam A.L.,257,115,2.0,1.0,Completed,4.29,1.26
35,Prague,Prague Open,2021-07-13,WTA250,Outdoor,Hard,1st Round,Kuzmova V.,Barthel M.,156,207,2.0,1.0,Completed,1.99,1.89
35,Prague,Prague Open,2021-07-13,WTA250,Outdoor,Hard,1st Round,Gasanova A.,Havlickova L.,171,825,2.0,1.0,Completed,1.09,8.72
35,Prague,Prague Open,2021-07-13,WTA250,Outdoor,Hard,1st Round,Bonaventure Y.,Bains N.,127,282,2.0,0.0,Completed,1.23,4.62
35,Prague,Prague Open,2021-07-13,WTA250,Outdoor,Hard,1st Round,Wang Xin.,Kung L.,147,157,2.0,0.0,Completed,1.4,3.15
33,Budapest,Budapest Open,2021-07-13,WTA250,Outdoor,Clay,1st Round,Kalinina A.,Kalinskaya A.,95,110,2.0,0.0,Completed,1.34,3.54
35,Prague,Prague Open,2021-07-13,WTA250,Outdoor,Hard,1st Round,Sanders S.,Bouzkova M.,141,57,2.0,1.0,Completed,3.05,1.43
35,Prague,Prague Open,2021-07-13,WTA250,Outdoor,Hard,1st Round,Liang E.S.,Perrin C.,284,261,2.0,0.0,Completed,1.57,2.54
35,Prague,Prague Open,2021-07-13,WTA250,Outdoor,Hard,1st Round,Parrizas Diaz N.,Radwanska U.,117,218,2.0,1.0,Completed,1.42,3.07
35,Prague,Prague Open,2021-07-13,WTA250,Outdoor,Hard,1st Round,Siniakova K.,Burrage J.,63,266,2.0,0.0,Completed,1.12,7.28
35,Prague,Prague Open,2021-07-13,WTA250,Outdoor,Hard,1st Round,Krejcikova B.,Shinikova I.,13,217,2.0,0.0,Completed,1.06,12.22
34,Lausanne,Ladies Open Lausanne,2021-07-13,WTA250,Outdoor,Clay,1st Round,Bronzetti L.,Sugnaux T.,241,608,2.0,0.0,Completed,1.07,11.0
33,Budapest,Budapest Open,2021-07-13,WTA250,Outdoor,Clay,1st Round,Jorovic I.,Cristian J.,334,153,2.0,1.0,Completed,2.31,1.68
35,Prague,Prague Open,2021-07-13,WTA250,Outdoor,Hard,1st Round,Martincova T.,Murray S.,78,243,2.0,0.0,Completed,1.07,10.37
33,Budapest,Budapest Open,2021-07-13,WTA250,Outdoor,Clay,1st Round,Jani R.L.,Cocciaretto E.,186,112,2.0,0.0,Completed,2.43,1.62
33,Budapest,Budapest Open,2021-07-13,WTA250,Outdoor,Clay,1st Round,Collins D.,Di Giuseppe M.,49,212,2.0,0.0,Completed,1.12,7.55
33,Budapest,Budapest Open,2021-07-13,WTA250,Outdoor,Clay,1st Round,Bogdan A.,Lepchenko V.,98,155,2.0,0.0,Completed,1.73,2.22
33,Budapest,Budapest Open,2021-07-13,WTA250,Outdoor,Clay,1st Round,Pera B.,Grabher J.,74,201,2.0,1.0,Completed,1.28,4.07
33,Budapest,Budapest Open,2021-07-13,WTA250,Outdoor,Clay,1st Round,Galfi D.,Bolsova A.,176,151,2.0,0.0,Completed,2.28,1.69
33,Budapest,Budapest Open,2021-07-13,WTA250,Outdoor,Clay,1st Round,Danilovic O.,Korpatsch T.,164,137,2.0,0.0,Completed,1.68,2.31
33,Budapest,Budapest Open,2021-07-13,WTA250,Outdoor,Clay,1st Round,Sasnovich A.,Babos T.,86,121,1.0,0.0,Retired,1.32,3.65
33,Budapest,Budapest Open,2021-07-14,WTA250,Outdoor,Clay,2nd Round,Putintseva Y.,Konjuh A.,42,120,2.0,0.0,Completed,2.19,1.76
33,Budapest,Budapest Open,2021-07-14,WTA250,Outdoor,Clay,2nd Round,Kozlova K.,Bogdan A.,154,98,2.0,1.0,Completed,2.5,1.6
33,Budapest,Budapest Open,2021-07-14,WTA250,Outdoor,Clay,2nd Round,Danilovic O.,Bara I.,164,119,2.0,0.0,Completed,1.82,2.11
33,Budapest,Budapest Open,2021-07-14,WTA250,Outdoor,Clay,2nd Round,Ormaechea P.,Jorovic I.,255,334,2.0,0.0,Completed,1.71,2.27
35,Prague,Prague Open,2021-07-14,WTA250,Outdoor,Hard,2nd Round,Min G.,Stojanovic N.,181,90,2.0,1.0,Completed,4.91,1.22
35,Prague,Prague Open,2021-07-14,WTA250,Outdoor,Hard,2nd Round,Martincova T.,Muhammad A.,78,189,2.0,0.0,Completed,1.3,3.95
35,Prague,Prague Open,2021-07-14,WTA250,Outdoor,Hard,2nd Round,Kuzmova V.,Sramkova R.,156,226,2.0,0.0,Completed,2.16,1.78
34,Lausanne,Ladies Open Lausanne,2021-07-14,WTA250,Outdoor,Clay,1st Round,Garcia C.,Dulgheru A.,76,372,2.0,0.0,Completed,1.49,2.8
34,Lausanne,Ladies Open Lausanne,2021-07-14,WTA250,Outdoor,Clay,1st Round,Rakhimova K.,Rus A.,132,85,2.0,1.0,Completed,2.76,1.5
34,Lausanne,Ladies Open Lausanne,2021-07-14,WTA250,Outdoor,Clay,1st Round,Sharma A.,Pliskova Kr.,128,99,2.0,1.0,Completed,2.02,1.87
34,Lausanne,Ladies Open Lausanne,2021-07-14,WTA250,Outdoor,Clay,1st Round,Voegele S.,Di Lorenzo F.,130,161,2.0,1.0,Completed,1.53,2.67
34,Lausanne,Ladies Open Lausanne,2021-07-14,WTA250,Outdoor,Clay,1st Round,Minella M.,Gracheva V.,242,89,2.0,0.0,Completed,2.92,1.46
34,Lausanne,Ladies Open Lausanne,2021-07-14,WTA250,Outdoor,Clay,1st Round,Paolini J.,Grammatikopoulou V.,87,273,2.0,1.0,Completed,1.16,6.12
35,Prague,Prague Open,2021-07-15,WTA250,Outdoor,Hard,2nd Round,Minnen G.,Gasanova A.,122,171,2.0,0.0,Completed,1.24,4.6
35,Prague,Prague Open,2021-07-15,WTA250,Outdoor,Hard,2nd Round,Siniakova K.,Smitkova T.,63,478,2.0,1.0,Completed,1.2,5.2
35,Prague,Prague Open,2021-07-15,WTA250,Outdoor,Hard,2nd Round,Sanders S.,Parrizas Diaz N.,141,117,2.0,1.0,Completed,1.8,2.13
35,Prague,Prague Open,2021-07-15,WTA250,Outdoor,Hard,2nd Round,Krejcikova B.,Bonaventure Y.,13,127,2.0,0.0,Completed,1.1,8.64
33,Budapest,Budapest Open,2021-07-15,WTA250,Outdoor,Clay,2nd Round,Collins D.,Jani R.L.,49,186,2.0,0.0,Completed,1.16,6.11
33,Budapest,Budapest Open,2021-07-15,WTA250,Outdoor,Clay,2nd Round,Kalinina A.,Pera B.,95,74,2.0,0.0,Completed,1.83,2.1
33,Budapest,Budapest Open,2021-07-15,WTA250,Outdoor,Clay,2nd Round,Galfi D.,Schmiedlova A.,176,126,2.0,0.0,Completed,2.34,1.67
33,Budapest,Budapest Open,2021-07-15,WTA250,Outdoor,Clay,2nd Round,Udvardy P.,Sasnovich A.,204,86,2.0,0.0,Completed,2.26,1.72
35,Prague,Prague Open,2021-07-15,WTA250,Outdoor,Hard,2nd Round,Wang Xin.,Liang E.S.,147,284,2.0,1.0,Completed,1.53,2.71
34,Lausanne,Ladies Open Lausanne,2021-07-15,WTA250,Outdoor,Clay,1st Round,Zanevska M.,Teichmann J.,193,56,2.0,1.0,Completed,3.08,1.42
34,Lausanne,Ladies Open Lausanne,2021-07-15,WTA250,Outdoor,Clay,2nd Round,Bronzetti L.,Blinkova A.,241,82,2.0,0.0,Completed,2.37,1.66
34,Lausanne,Ladies Open Lausanne,2021-07-15,WTA250,Outdoor,Clay,2nd Round,Vikhlyantseva N.,Paolini J.,175,87,2.0,0.0,Completed,3.98,1.29
34,Lausanne,Ladies Open Lausanne,2021-07-15,WTA250,Outdoor,Clay,2nd Round,Zidansek T.,Minella M.,50,242,2.0,0.0,Completed,1.15,6.34
35,Prague,Prague Open,2021-07-16,WTA250,Outdoor,Hard,Quarterfinals,Krejcikova B.,Siniakova K.,13,63,2.0,0.0,Completed,1.47,2.9
35,Prague,Prague Open,2021-07-16,WTA250,Outdoor,Hard,Quarterfinals,Wang Xin.,Min G.,147,181,2.0,0.0,Completed,1.44,3.01
35,Prague,Prague Open,2021-07-16,WTA250,Outdoor,Hard,Quarterfinals,Martincova T.,Kuzmova V.,78,156,2.0,0.0,Completed,1.41,3.16
33,Budapest,Budapest Open,2021-07-16,WTA250,Outdoor,Clay,Quarterfinals,Collins D.,Ormaechea P.,49,255,2.0,0.0,Completed,1.18,5.61
33,Budapest,Budapest Open,2021-07-16,WTA250,Outdoor,Clay,Quarterfinals,Kalinina A.,Udvardy P.,95,204,2.0,0.0,Completed,1.31,3.8
34,Lausanne,Ladies Open Lausanne,2021-07-16,WTA250,Outdoor,Clay,2nd Round,Ferro F.,Parks A.,52,257,2.0,1.0,Completed,1.16,6.24
34,Lausanne,Ladies Open Lausanne,2021-07-16,WTA250,Outdoor,Clay,2nd Round,Diyas Z.,Giorgi C.,102,61,2.0,0.0,Completed,3.37,1.37
34,Lausanne,Ladies Open Lausanne,2021-07-16,WTA250,Outdoor,Clay,2nd Round,Garcia C.,Sharma A.,76,128,2.0,1.0,Completed,1.65,2.4
35,Prague,Prague Open,2021-07-16,WTA250,Outdoor,Hard,Quarterfinals,Minnen G.,Sanders S.,122,141,2.0,0.0,Completed,1.97,1.93
34,Lausanne,Ladies Open Lausanne,2021-07-16,WTA250,Outdoor,Clay,2nd Round,Zanevska M.,Voegele S.,193,130,2.0,0.0,Completed,1.63,2.41
34,Lausanne,Ladies Open Lausanne,2021-07-16,WTA250,Outdoor,Clay,Quarterfinals,Zidansek T.,Bronzetti L.,50,241,2.0,1.0,Completed,1.21,5.12
34,Lausanne,Ladies Open Lausanne,2021-07-16,WTA250,Outdoor,Clay,Quarterfinals,Garcia C.,Diyas Z.,76,102,2.0,0.0,Completed,1.53,2.65
34,Lausanne,Ladies Open Lausanne,2021-07-16,WTA250,Outdoor,Clay,Quarterfinals,Burel C.,Ferro F.,125,52,2.0,0.0,Completed,2.32,1.67
34,Lausanne,Ladies Open Lausanne,2021-07-16,WTA250,Outdoor,Clay,Quarterfinals,Zanevska M.,Vikhlyantseva N.,193,175,2.0,0.0,Completed,1.64,2.38
34,Lausanne,Ladies Open Lausanne,2021-07-16,WTA250,Outdoor,Clay,2nd Round,Burel C.,Rakhimova K.,125,132,2.0,1.0,Completed,1.4,3.2
33,Budapest,Budapest Open,2021-07-16,WTA250,Outdoor,Clay,Quarterfinals,Putintseva Y.,Kozlova K.,42,154,2.0,1.0,Completed,1.55,2.65
33,Budapest,Budapest Open,2021-07-16,WTA250,Outdoor,Clay,Quarterfinals,Galfi D.,Danilovic O.,176,164,2.0,0.0,Completed,2.04,1.87
34,Lausanne,Ladies Open Lausanne,2021-07-17,WTA250,Outdoor,Clay,Semifinals,Burel C.,Garcia C.,125,76,2.0,1.0,Completed,1.97,1.93
34,Lausanne,Ladies Open Lausanne,2021-07-17,WTA250,Outdoor,Clay,Semifinals,Zidansek T.,Zanevska M.,50,193,2.0,0.0,Completed,1.39,3.27
33,Budapest,Budapest Open,2021-07-17,WTA250,Outdoor,Clay,Semifinals,Putintseva Y.,Galfi D.,42,176,2.0,1.0,Completed,1.55,2.65
33,Budapest,Budapest Open,2021-07-17,WTA250,Outdoor,Clay,Semifinals,Kalinina A.,Collins D.,95,49,1.0,0.0,Retired,2.09,1.83
